item_code,item_name,sale_rate,purchase_rate,total_per_margin,store_per,sukhjeet_per
808042000442,AYUR HERBAL SHMP 1000ML,200,170,15,10,5
8901052021192,TATA TEA AGNI 1KG,199,166,16.58291457,10,6.582914573
8901071700467,Maha Lacto,48,40,16.66666667,10,6.666666667
8901063142015,Nutri Bui,18,17.5028,2.762222222,1,1.762222222
690225103626,INDIA GATE FR RICE 1KG,62,50,19.35483871,8,11.35483871
8906014642491,GINNI COTTON SEED 1LTR,87,79.5,8.620689655,4,4.620689655
8906014643870,GAGAN KACHI GHANI(A)1LTR,117,105,10.25641026,5,5.256410256
4902430668538,TIDE PLUS DETERGENT 1 KG,87,76.87,11.64367816,7,4.643678161
8901192107626,Catch Haldi Powder 500g,110,91.25,17.04545455,10,7.045454545
8901052000807,TATA TEA GOLD 250gm,105,98,6.666666667,3,3.666666667
8901023009426,GODREJ KESAR M-C,65,57.5,11.53846154,5,6.538461538
8901030584442,VIM BAR SETT 30/-,28,26.5,5.357142857,2,3.357142857
8906030941547,Victory Ijwain,55,35,36.36363636,15,21.36363636
8906030941295,Voctory Souff,40,26,35,15,20
89006733,NESCAFE COFFE 25GM,68,63,7.352941176,3,4.352941176
8902167000102,MDH KITCHEN KING 100G,56,47.88,14.5,8,6.5
8901063092297,Britania G D Rich Butr Cokies 150G,19,17.33,8.789473684,4,4.789473684
8906030943046,Victory Black Pepper,114,96,15.78947368,8,7.789473684
8901058842722,MAGGI MASALA 12/-,11,10.68,2.909090909,1,1.909090909
8901725181222,SUNFEAST YIPPEE NDLS 80G,10,8.86,11.4,6,5.4
8901063016590,Britania 50-50 Swt&Slt 100G,10,8.63,13.7,6,7.7
8901030584121,WHEEL POWDER 1KG,47,42.6,9.361702128,5,4.361702128
8901058842746,MAGGI MASALA 4PACK,44,40.42,8.136363636,5,3.136363636
8902102160144,Maya Jasmine Agarbathi,9,6.16667,31.48144444,15,16.48144444
8901157025217,HIT-BLACK425ML,160,144,10,6,4
89006740,NESCAFE COFFE 50GM,127,117,7.874015748,4,3.874015748
8901571001088,ENO LEMON FLAVOUR,39,34.17,12.38461538,8,4.384615385
8901030556623,VIM Bar,40,38.75,3.125,1.5,1.625
8901052010417,TATA Tea Permium 500G,164,149.5,8.841463415,4.5,4.341463415
8904063200013,HR ALU BHUJIA 200G,42,38.72,7.80952381,4,3.80952381
8901571004614,SENSO GEL 80G,102,87,14.70588235,8,6.705882353
8901030573255,Sunsilk Black 340 ml,185,165,10.81081081,6,4.810810811
8901314200037,Colgate Brush,15,12,20,12,8
8901255000185,Panasonic Battery,7,5.2,25.71428571,15,10.71428571
8901764012501,COCA COLA 2LTR,76,69.4444,8.625789474,4.5,4.125789474
8901233018331,BOURN VITA PRO 500GM,210,190,9.523809524,4.5,5.023809524
8901012111024,J&B TALC 100G,58,48,17.24137931,10,7.24137931
8901396151005,HARPIC PWR PLS ORG 500ML,72,64,11.11111111,6,5.111111111
8901396112006,LIZOL CITRUS 500ML,74,68,8.108108108,4.5,3.608108108
8901030594489,Surfexcel 1KG,105,96,8.571428571,4.5,4.071428571
8901396153108,Harpic Bathroom Cleaner,72,66,8.333333333,4.5,3.833333333
8901030560941,Surfexcel 1.5KG,185,142,23.24324324,15,8.243243243
8901192106223,CATCH RED CHILLI 200G,57,45.26,20.59649123,10,10.59649123
8901314114419,COLGATE MAX 150,87,77,11.49425287,6,5.494252874
8901314114419,COLGATE MAX 150,87,80,8.045977011,4,4.045977011
8901559101519,Nippo Cell,8,7,12.5,4,8.5
8901764022401,FANTA 2LTR,76,69.4444,8.625789474,5,3.625789474
8901764052408,LIMCA 2LR,76,69.4444,8.625789474,5,3.625789474
8904063200440,HR PUNJABI TRKA 200G,46,42.24,8.173913043,5,3.173913043
8904063200204,HR NAVRATTAN 200G,40,36.96,7.6,5,2.6
8901058844917,Every Day 400G Milk,170,161,5.294117647,3,2.294117647
8901030391156,VIM DBLW PWR 250ML,57,52,8.771929825,4.5,4.271929825
8901063016569,Britania 50-50 S&S 50G,5,4.31,13.8,7,6.8
8901030462429,REXONA 4*100=400G,82,68,17.07317073,10,7.073170732
8908000229044,SANJAY WASHING SOAP,59,55.75,5.508474576,3,2.508474576
8902167000034,DEGI MIRCH,50,41.04,17.92,10,7.92
8901192219220,CATCH GARAM M 200G,59,49.64,15.86440678,10,5.86440678
8901192107220,Catch haldi 200G,46,37.96,17.47826087,10,7.47826087
8901052010318,TATA TEA PREMIUM 250G,81,74.75,7.716049383,5,2.716049383
MURUNDA,MURUNDA,30,20,33.33333333,20,13.33333333
Bakery Biscuit Zira 500g,Bakery Biscuit Zira 500g,65,43,33.84615385,20,13.84615385
BOONDI PUDIANA 400GM,BOONDI PUDIANA 400GM,45,32,28.88888889,15,13.88888889
BOONDI 280GM,RAITA BOONDI 280GM,40,32,20,12,8
8901138512460,HIMALAYA NEAM FW 100ML,100,86,14,8,6
Bakery Biscuit jam 500g,Bakery Biscuit jam 500g,70,43,38.57142857,20,18.57142857
ROSTED CHANA,ROSTED CHANA,52,42,19.23076923,10,9.230769231
8901233018355,BOURN-VITA PRO 200GM,98,89,9.183673469,5,4.183673469
8901030560989,RED LABEL 250GM,88,80.5,8.522727273,5,3.522727273
8902102160168,Maya Sandal Agarbatti 20g,9,6.16,31.55555556,15,16.55555556
808042000435,AYUR SHAMPOO 500ML,130,112,13.84615385,8,5.846153846
8904043901015,TATA SALT,17,14.9,12.35294118,8,4.352941176
8906014643023,GAGAN VNSPTI 2LTR,180,160,11.11111111,6,5.111111111
Bakery Biscuit Zira 300g,Bakery Biscuit Zira 300g,42,35,16.66666667,10,6.666666667
Broom Bans,Broom Bans,30,23,23.33333333,10,13.33333333
PETHA,PETHA,30,20,33.33333333,15,18.33333333
8901314116031,COLGATE KIDS2+,18,14.5,19.44444444,10,9.444444444
8906014642484,GINNI COTTON SEED 2L,190,177,6.842105263,3,3.842105263
8901058843590,MAGGI 2-PACK,22,20.63,6.227272727,3,3.227272727
8906014643030,GAGAN VP 1LTR,77,70.5,8.441558442,4.5,3.941558442
8901063162143,BRITANNIA MARRIE GOLD,9,8.75,2.777777778,2,0.777777778
ALLO PAPAD 120GM,ALLO PAPAD 120GM,25,22,12,8,4
8901023007446,NO 1 ROSE WATER,65,57.5,11.53846154,8,3.538461538
8901030565304,FAIR&LOVELY BLUE 25GM,46,42.5,7.608695652,4,3.608695652
8901052024315,TATA TEA AGNI 250G,52,44,15.38461538,7,8.384615385
8901058816129,Every Day Dry Milk 200g,85,81.5,4.117647059,2.5,1.617647059
8902167000089,MDH CHANNA MASALA 100G,50,44.08,11.84,7,4.84
8902167000737,MDH ZIRA PWDR 100G,55,45.6,17.09090909,10,7.090909091
8902167000065,MDH Chunky Chat Masala 100G,55,45.6,17.09090909,10,7.090909091
8902167000164,MDH PCK METHI 25G,23,19,17.39130435,10,7.391304348
8902167000140,MDH MEAT MSLA 100G,58,51.56,11.10344828,7,4.103448276
8906014643788,GAGAN SOYA 15 LTR,1185,1140,3.797468354,1.5,2.297468354
8908001589031,Punjab King 970 ML,375,355,5.333333333,2,3.333333333
Steel Broom,Steel Broom,60,48,20,12,8
8901396350200,DETTOL ANTI LIQUID 110ML,32,29,9.375,4,5.375
8902102194927,Ujala Supreme75ml,19,17.5,7.894736842,4,3.894736842
8901030341663,Surf Excel 4*200=800G,85,80,5.882352941,3,2.882352941
8904063200181,HR KHATA MITHA 200G,40,36.96,7.6,4,3.6
8901030450389,B B RED LABEL 500G,162,151,6.790123457,4,2.790123457
Mayur Rusk,Mayur Rusk,36,26.66,25.94444444,15,10.94444444
8901030533006,Kissan Ketchup 1kg,135,105,22.22222222,12,10.22222222
8908000258044,JIVO CANOLA 5 LTR,990,900,9.090909091,5,4.090909091
8901396010005,ROBIN DAZZLING LIQ BLUE 200ML,46,42.5,7.608695652,4,3.608695652
8906022260274,CHHOKRA SOAP MILLS 1KG,58,57,1.724137931,1,0.724137931
8908000258013,JIVO 1LTER,175,150,14.28571429,7,7.285714286
8901030573262,SUNSILK PINK 340ML 190/-,185,165,10.81081081,6,4.810810811
8901157025033,BlacK Hit,87,77.5,10.91954023,6,4.91954023
8901030555510,LUX PINK SOAP,90,85,5.555555556,3,2.555555556
BOONDI 130GM,RAITA BOONDI 130GM,20,16,20,10,10
8902102198833,EXO SAFAI,12,6.66667,44.44441667,15,29.44441667
8908006129157,RAMA 5LTR,525,442.5,15.71428571,10,5.714285714
8901063029163,Jim Jam,19,17.81,6.263157895,4,2.263157895
8901030553608,LIPTON GREEN TEA,135,88,34.81481481,15,19.81481481
8901108101502,Nirma130g,5,4.43,11.4,6,5.4
8901138512187,HIMALAYA NEAM FW 50ML,57,50,12.28070175,6,6.280701754
8908006129126,RAMA 1LTR,105,88.5,15.71428571,10,5.714285714
8908006129140,RAMA 2LTR,210,177,15.71428571,10,5.714285714
8904063200174,HR KASHMIRI MIXTURE 200G,60,55.44,7.6,3,4.6
8902102160212,Maya Rose Agarbathi,9,6.16667,31.48144444,15,16.48144444
8901491503037,Lays Green,10,8.5,15,10,5
8901063163065,Tiger Glucose 10/-,9,8.7945,2.283333333,1,1.283333333
8906039950502,DARLING VELVETTO 830GM,150,130,13.33333333,7,6.333333333
8901491503013,Lays Classic 26G,10,8.5,15,10,5
Cake Rusk 300g,Cake Rusk 300g,50,42,16,10,6
8901192107220,Catch haldi 200G,45.5,37.96,16.57142857,10,6.571428571
690225106474,India Gate Mini Dubar,280,170,39.28571429,15,24.28571429
8901030532832,KISSAN FRESH TOMATO 200GM,53,49,7.547169811,4,3.547169811
8901088067744,SHANTI H OIL 175ML,47,43,8.510638298,4.5,4.010638298
8901023011085,Godrej No 1 White Lilly 400g,65,57.5,11.53846154,8,3.538461538
BREAK SEVIAN 110GM,BREAK SEVIAN 110GM,22,16,27.27272727,15,12.27272727
Juneja Soap,Juneja Soap,10,8,20,10,10
Clip liza Steel,Clip liza Steel,60,32,46.66666667,20,26.66666667
CORN FLACKS 140GM,CORN FLACKS 140GM,22,16,27.27272727,15,12.27272727
White Soap,White Soap,54,40,25.92592593,12,13.92592593
8901233020747,BOURN VITA 100GM,25,22,12,6,6
MATRI 400G,MATRI 400G,50,36,28,15,13
8901314116420,COLGATE ZIG ZAG ,52,40,23.07692308,12,11.07692308
89006825,DABUR AMLA 90ML,40,37,7.5,3.5,4
89006825,DABUR AMLA 90ML,40,36.5,8.75,4.5,4.25
SEVIAN NAMKEEN,SEVIAN NAMKEEN,45,22,51.11111111,25,26.11111111
MOTA PAKODA,MOTA PAKODA,45,32,28.88888889,15,13.88888889
Ajanta Yelow 10g,Ajanta Yelow 10g,6,3.5,41.66666667,20,21.66666667
8901108101526,Nirma 320g,10,8.87,11.3,6,5.3
4902430646437,PANTENE HAIR FALL 180ML,108,97.5,9.722222222,5,4.722222222
8901725198329,Bingo Mad angle,10,8.5,15,10,5
8901396397380,Dettol Orignl Soap,125,115,8,4,4
Small Elaichi kg,Small Elaichi kg,1220,930,23.7704918,12,11.7704918
8901063163010,Tiger Glucose,5,4.45,11,6,5
Wood Brush,Wood Brush,23,12,47.82608696,22,25.82608696
Ganga Mug,Ganga Mug,20,12,40,20,20
8901030557750,SUNSILK BLACK POUCH,1,0.76,24,12,12
SNACKS,SNACKS,20,16,20,10,10
8901063016590,Britania 50-50 Swt&Slt 100G,9.5,8.63,9.157894737,5.12,4.037894737
8906031580424,Ezee Brite,12,8.33333,30.55558333,15,15.55558333
205777000242,Tile Brush Active,47,35,25.53191489,13,12.53191489
4902430658485,HEAD SHLDR S-S 340 ML,245,230,6.12244898,3,3.12244898
8901030591259,TAJ  Mahal 500GM,210,193.5,7.857142857,4,3.857142857
8901491503020,Lays Blue,10,8.5,15,10,5
Wiper JK,Wiper JK,110,70,36.36363636,15,21.36363636
8904063200051,HR BHUJIA 200G,42,38.72,7.80952381,4,3.80952381
Wiper Twoware,Wiper Twoware,70,38,45.71428571,20,25.71428571
astic Poni Sneha,astic Poni Sneha,10,7,30,15,15
4902430619400,HEAD SHLDR S-S POUCH,3,1.5,50,25,25
Jala Brush,Jala Brush,80,50,37.5,20,17.5
8901396476009,Colin 500 ml,72,65,9.722222222,5,4.722222222
8901207019005,DABUR AMLA 216 ML,82,75,8.536585366,4,4.536585366
Plastic Broom,Plastic Broom,55,40,27.27272727,12,15.27272727
Wiper TLDL,Wiper TLDL,160,115,28.125,14,14.125
8901030557767,SUNSILK POUCH 6ML,1,0.76,24,12,12
8901052021192,TATA TEA AGNI 1KG,199,166,16.58291457,8,8.582914573
8902979022989,NYLE 200ML,165,152,7.878787879,4,3.878787879
8901088050166,NIHAR SHANTI AMLA 500ML,137,123,10.2189781,5,5.218978102
Plastic Glass,Plastic Glass,20,14,30,15,15
Ganga Dustapan,Ganga Dustapan,30,18,40,20,20
8901063162143,BRITANNIA MARRIE GOLD,10,8.75,12.5,7,5.5
8901063092297,Britania G D Rich Butr Cokies 150G,20,17.33,13.35,8,5.35
Bakery Biscuit jam 500g,Bakery Biscuit jam 500g,72,43,40.27777778,15,25.27777778
690225103626,INDIA GATE FR RICE 1KG,79,50,36.70886076,15,21.70886076
8906030941295,Voctory Souff,35,26,25.71428571,15,10.71428571
8901063163065,Tiger Glucose 10/-,9.5,8.7945,7.426315789,3,4.426315789
8901314081025,COLGATE CIBACA 350GM,82,75,8.536585366,4,4.536585366
8901138512460,HIMALAYA NEAM FW 100ML,105,86,18.0952381,10,8.095238095
Bhandari Soap,Bhandari Soap,53,40,24.52830189,12,12.52830189
8901030590061,Lifebuoy Total,86,79.5,7.558139535,4,3.558139535
8908001158312,FOGG ROYEL 120ML,190,155,18.42105263,10,8.421052632
8901314019257,Colgate Total Advance Helth 140g,100,89,11,6,5
8906026880768,Russian Set,170,120,29.41176471,15,14.41176471
Bakery Biscuit Zira 300g,Bakery Biscuit Zira 300g,43,35,18.60465116,10,8.604651163
8901030450389,B B RED LABEL 500G,163,151,7.36196319,4,3.36196319
690225106092,India Gate Mongra 5 kg,300,225,25,10,15
8902167000034,DEGI MIRCH,51,41.04,19.52941176,10,9.529411765
8901058844917,Every Day 400G Milk,172,161,6.395348837,3,3.395348837
8901058816129,Every Day Dry Milk 200g,86,81.5,5.23255814,2,3.23255814
Jali no.10,Jali no.10,22,12,45.45454545,20,25.45454545
8901088055802,PARACHUTE 160G,56,52,7.142857143,3,4.142857143
Mayur Rus 300gm,Mayur Rus 300gm,36,26.67,25.91666667,10,15.91666667
Lion Brand Black  ,Lion Brand Black  ,35,17,51.42857143,25,26.42857143
4902430657525,Wishpaper Choies ultra,33,29,12.12121212,6,6.121212121
4902430673143,Wishpiper Choice 8pad,41,36.5,10.97560976,5,5.975609756
4902430655118,GILLETE WILKINSON ,13,10,23.07692308,10,13.07692308
4902430682572,Pampers M,23,18,21.73913043,10,11.73913043
8901030521294,DOVE SHAMPOO POUCH,1.5,1.3,13.33333333,6,7.333333333
Bakery Biscuit Zira 500g,Bakery Biscuit Zira 500g,72,43,40.27777778,20,20.27777778
8904117400307,Cotton Buds,15,10,33.33333333,15,18.33333333
690225103633,India Gate FR 5KG,315,250,20.63492063,10,10.63492063
8901052000807,TATA TEA GOLD 250G,105,98,6.666666667,3,3.666666667
8906014642477,GINNI CS 5 LTR,450,428,4.888888889,2.5,2.388888889
8904063200464,HR BOONDI 200G,42,38.72,7.80952381,3.5,4.30952381
8901030215902,Dove Soap Cream 75g,47,43,8.510638298,4,4.510638298
8901023007415,GODREJ NO. 1 COCONUT,65,57.5,11.53846154,6,5.538461538
8901030603273,CLINIC PLUS POUCH,1,0.68,32,15,17
8901396398387,Dettol Skin Care Soap,119,115,3.361344538,1.5,1.861344538
8902102199427,EXO DISHSHINE RND 500G,44,39.58,10.04545455,5,5.045454545
8901526204472,GARNIER 3.16 60ML,170,138,18.82352941,10,8.823529412
8901314077790,COLGATE VISIBLE WHITE 100GM,90,82.5,8.333333333,4,4.333333333
8901314010520,COLGATE STRONG TEETH 100G,44,41,6.818181818,3.5,3.318181818
PAPADI MATHI 200G,PAPADI MATHI 200G,28,20,28.57142857,12,16.57142857
Kamar Kas Losse,Kamar Kas Losse,550,350,36.36363636,14,22.36363636
Sundh Loose,Sundh Loose,800,550,31.25,15,16.25
Khas Khas Loose,Khas Khas Loose,550,360,34.54545455,15,19.54545455
Chare Gunda Loose,Chare Gunda Loose,350,200,42.85714286,20,22.85714286
Magaj,Magaj,220,320,-45.45454545,20,-65.45454545
Choware Loose,Choware Loose,130,85,34.61538462,15,19.61538462
POHHA 160GM,POHHA 160GM,30,22,26.66666667,14,12.66666667
8901157025200,Hit Red 400ML,160,144,10,5,5
8906043971210,Zayka Long 100gm,9,7,22.22222222,12,10.22222222
8901192112125,Methe,14,10.5,25,12,13
8901030578410,WHEEL POWDER 4KG,176,168,4.545454545,2.5,2.045454545
8901314010131,COLGATE STRNG TEETH 300G,127,116,8.661417323,2.5,6.161417323
8901396387404,DETTOL COMBI PACK H.W,43,39.5,8.139534884,2.5,5.639534884
Supreme Ball,Supreme Ball,10,6,40,20,20
8901255000420,PANASONIC JUMBOREMOTE CELL ,7,6.4,8.571428571,2.5,6.071428571
8906014765947,BAJAJ ALMND OIL 50ML,30,27.5,8.333333333,2.5,5.833333333
8901314009173,Colgate Active Salt Lmn 200gm,88,86,2.272727273,1.5,0.772727273
Lion Brand White,Lion Brand White,36,16,55.55555556,25,30.55555556
8901571004096,SANSO 80G,102,87,14.70588235,7,7.705882353
89006740,NESCAFE COFFE 50GM,128,117,8.59375,4.5,4.09375
8901063029163,Jim Jam,19.5,17.81,8.666666667,4.5,4.166666667
Majur Atta Biscut 500g,Majur Atta Biscut 500g,43,37.5,12.79069767,6,6.790697674
Tooth pick,Tooth pick,15,7,53.33333333,25,28.33333333
Pressing Mop,Pressing Mop,125,65,48,20,28
Tissue Paper,Tissue Paper,9,5.75,36.11111111,18,18.11111111
8901207019067,DABUR SARSON AMLA 175ML,45,40,11.11111111,6,5.111111111
690225103626,INDIA GATE FR RICE 1KG,72,50,30.55555556,15,15.55555556
Giri Gola ,Giri Gola ,10,5.75,42.5,20,22.5
